artist_id,artist_name,why
4549003,New York Pianobar,before_classif
58890692,Piano Calm,before_classif
128295762,Piano Cat,before_classif
15289859,Chansons Enfants Piano,before_classif
2490861,Piano Tribute Players,before_classif
2082561,Intouchables Piano,before_classif
10747282,PianoSista,before_classif
125606,Piano bar,before_classif
1227377,The Rock Masters,before_classif
5406156,Rock Playlist Masters,before_classif
1376704,Viva La Rock,before_classif
148589,Génération Pop-Rock,before_classif
9848236,Deep Focus Study,before_classif
13649961,Hits 2017,before_classif
1565137,"Cuban Jazz Legends feat. Peruchin nieto, Tata Güines, Changuito",before_classif
11085134,Jazz Cigano Quinteto,before_classif
1645416,Ultimate Tribute Stars,before_classif
5334334,Cast - Frozen,before_classif
1189028,PopMusik,before_classif
435022,Les Tubes Du Mondial 2010,before_classif
51991422,Mortelle Adèle,before_classif
5548078,New Tribute Kings,before_classif
101554,Les Top Machine,before_classif
1377760,British Pop All-Stars,before_classif
7960312,Nos Années 90,before_classif
99625332,Kids Love Disney,before_classif
1879121,Tonight's Gonna Be a Good Night,before_classif
93914,Tribute Stars,before_classif
7178946,La playlist du nouvel an,before_classif
1474221,Compilation 80's,before_classif
646935,Disco Fries,before_classif
1699835,Danser,before_classif
463437,Workout,before_classif
1604868,Kuduro Workout Crew,before_classif
317669,Cardio Workout Crew,before_classif
1680056,Ameritz Tribute Tracks,before_classif
1224668,Chants De Noël,before_classif
368669,Tribute Mega Stars,before_classif
1193078,Kings of Pop,before_classif
97967,AVID All Stars,before_classif
4163980,Ameritz Countdown Tributes,before_classif
61237992,Les Petites Canailles,before_classif
1230584,Chanteurs Pour Enfants,before_classif
1672519,Ameritz Tribute Club,before_classif
310090,The Film Band,before_classif
365239,Summer Hit Superstars,before_classif
303931,Union Of Sound,before_classif
5529045,Tubes radios,before_classif
183979777,Speed Sounds,before_classif
1376700,Age Of Rock,before_classif
5975472,Party Pride,before_classif
5805827,Lee Mashup,before_classif
1452964,Succès D'Italie,before_classif
1585174,Dub Silence,before_classif
307109,Génération Noël,before_classif
11072056,Folk Road Show,before_classif
55803,Cover Team,before_classif
1232626,The 80's Allstars,before_classif
99398,Generation Rap,before_classif
7960310,Tubes 90,before_classif
1376691,Paradis Français,before_classif
11004302,Années 80 Forever,before_classif
3731601,All Star Tribute Band,before_classif
4084626,"Bad Boys 2 The Original Motion Picture Soundtrack featuring P.Diddy, Nelly and Murphy Lee",before_classif
4336731,"The Hit Co., The Tribute Co.",before_classif
14083877,90s Flav,before_classif
94223,Future Pop Stars Of America,before_classif
112322,Various Artists - AC/DC Tribute,before_classif
5939672,Les tubes du coeur,before_classif
99376,Generation Karaoke,before_classif
550693,Moving On 80's,before_classif
440681,Highway To Hell,before_classif
14473001,LL Kids Chansons Pour Enfants,before_classif
115711,Super Party 80,before_classif
165239017,Cast – Disneyland Paris,before_classif
55205642,Rap Tsunami,before_classif
286091,Compilation Les Années 50 : la légende américaine,before_classif
5694316,80's Masters,before_classif
70373,Lapin Câlin,before_classif
4183196,La Chorale du Père Noël,before_classif
7633570,Billboard Masters,before_classif
1707083,Ball So Hard (Wanna Find Me Cray),before_classif
1399015,Compilation Années 80,before_classif
108175062,Marie S'Infiltre,before_classif
1664177,Ameritz Tribute Standards,before_classif
651050,Techno Dance Special Tuning,before_classif
148320,Génération Reggaeton,before_classif
